campaign_id,channel,campaign_type,spend,impressions,clicks,leads_generated,conversions,CAC,ROI,campaign_date
CAM-01101,Partner,Brand Awareness,5188.29,268478,10841,1089,147,39.01,199295.7,2024-10-16
CAM-01102,Events,Account-Based,46034.93,1494296,294917,26472,2066,21.13,300093.3,2023-09-10
CAM-01103,Content/SEO,Brand Awareness,5007.76,110570,4983,128,10,498.98,7546.8,2025-02-20
CAM-01104,Webinar,Nurture,3803.92,124438,11375,745,93,33.14,176756.5,2023-09-09
CAM-01105,Partner,Re-engagement,9555.66,499074,38885,4417,407,26.28,174698.1,2023-11-11
CAM-01106,Cold Outbound,Product Launch,3514.86,135818,2408,45,4,1089.52,4287.7,2023-09-15
CAM-01107,Partner,Product Launch,12288.44,829574,46327,2927,380,41.4,167848.8,2023-03-17
CAM-01108,LinkedIn,Re-engagement,14898.11,1142161,7345,150,23,521.18,7198.3,2024-10-13
CAM-01109,LinkedIn,Upsell,5107.46,400707,2201,69,4,1364.13,5129.5,2022-07-19
CAM-01110,Google Ads,Re-engagement,36775.72,652843,19570,1300,155,241.63,12798.5,2025-01-22
CAM-01111,Cold Outbound,Account-Based,5272.43,170991,2518,45,8,535.7,6509.9,2024-04-30
CAM-01112,LinkedIn,Account-Based,22634.68,991240,11298,276,38,628.68,3913.1,2022-03-09
CAM-01113,LinkedIn,Account-Based,13330.5,1013718,11440,318,20,705.88,6496.9,2023-09-23
CAM-01114,Events,Account-Based,11957.48,739907,127650,9889,818,18.18,102933.7,2022-09-13
CAM-01115,Content/SEO,Re-engagement,4066.39,212979,12543,430,42,115.57,37296.8,2025-02-25
CAM-01116,Email,Upsell,1118.64,86317,1384,74,4,284.51,16159.8,2023-11-02
CAM-01117,Google Ads,Upsell,12855.36,764796,36907,1798,273,45.34,160909.2,2022-07-15
CAM-01118,Email,Upsell,827.23,37169,1411,40,4,205.88,25675.4,2022-03-27
CAM-01119,Content/SEO,Brand Awareness,3934.54,193241,12806,285,55,65.82,91051.3,2022-04-02
CAM-01120,Retargeting,Lead Gen,11643.16,648069,44799,2925,184,57.87,122738.1,2023-12-05
CAM-01121,Email,Upsell,3017.78,95422,2140,60,8,353.25,16544.0,2022-07-12
CAM-01122,Events,Upsell,75353.45,2289619,471997,29704,5083,16.39,492621.1,2022-04-05
CAM-01123,Email,Product Launch,3900.93,189433,3291,127,11,354.59,9372.2,2023-06-13
CAM-01124,Email,Upsell,3541.78,76165,1634,58,10,460.0,14000.8,2024-09-01
CAM-01125,Retargeting,Lead Gen,16487.14,1092428,77349,4507,555,27.59,158252.7,2022-09-29
CAM-01126,Google Ads,Product Launch,35743.97,999891,42909,2850,371,87.83,63929.1,2023-06-22
CAM-01127,Retargeting,Nurture,12207.03,517218,18839,1254,73,185.41,22467.5,2025-12-18
CAM-01128,Retargeting,Lead Gen,2542.72,90396,6437,506,99,23.88,229582.2,2025-07-13
CAM-01129,Google Ads,Product Launch,8499.57,527523,15487,1115,86,98.8,27797.2,2025-09-27
CAM-01130,Events,Upsell,68913.86,3019084,439187,33443,2257,25.62,65078.6,2025-08-27
CAM-01131,LinkedIn,Product Launch,7748.24,558943,6958,174,21,436.04,14231.7,2022-02-20
CAM-01132,Content/SEO,Lead Gen,1898.08,19632,1386,55,3,583.56,7333.2,2024-02-22
CAM-01133,Partner,Upsell,7825.04,582999,40781,4688,792,11.02,214371.3,2022-07-03
CAM-01134,Partner,Brand Awareness,6051.59,224008,21047,2172,328,20.39,258718.1,2023-06-16
CAM-01135,Google Ads,Product Launch,25636.02,1334865,46435,2695,370,63.13,23589.2,2023-01-09
CAM-01136,Retargeting,Upsell,5197.34,147801,7313,538,27,237.78,14500.8,2023-04-22
CAM-01137,Events,Upsell,11437.11,758943,159578,12845,1863,6.22,1262152.3,2022-09-01
CAM-01138,Cold Outbound,Lead Gen,6947.93,129483,1498,21,3,1943.89,3296.3,2024-09-03
CAM-01139,Google Ads,Account-Based,27556.95,1303824,37299,1799,183,188.49,50588.3,2022-07-26
CAM-01140,Cold Outbound,Upsell,1700.92,87895,1198,27,3,466.7,12851.6,2025-06-13
CAM-01141,Partner,Product Launch,2079.54,34671,1640,164,30,67.41,50929.9,2023-03-27
CAM-01142,Content/SEO,Upsell,3312.85,71531,5489,196,20,180.91,29562.1,2022-01-15
CAM-01143,Content/SEO,Brand Awareness,1005.81,45867,3734,137,24,44.12,177543.0,2023-07-17
CAM-01144,Partner,Account-Based,13307.35,297868,14283,1296,128,86.26,25612.3,2023-02-19
CAM-01145,Content/SEO,Brand Awareness,4659.23,53305,4655,191,15,301.47,20031.5,2024-11-26
CAM-01146,Retargeting,Brand Awareness,9999.21,727223,40192,3312,598,13.89,257679.1,2025-06-25
CAM-01147,Content/SEO,Lead Gen,3119.2,159857,8757,192,10,338.4,8380.9,2024-10-18
CAM-01148,Content/SEO,Lead Gen,4953.16,339640,24873,939,120,50.03,61959.9,2024-05-04
CAM-01149,Cold Outbound,Account-Based,8252.59,625799,11122,146,8,927.36,2669.5,2022-01-16
CAM-01150,Google Ads,Product Launch,31393.45,934314,35365,2598,131,267.37,20910.7,2025-01-22
CAM-01151,Content/SEO,Account-Based,3562.7,89809,4404,112,7,506.3,13477.2,2025-04-20
CAM-01152,Partner,Lead Gen,6217.84,235188,19543,2311,118,59.09,102480.7,2023-01-26
CAM-01153,LinkedIn,Re-engagement,19151.49,726444,7849,248,15,1615.25,3256.0,2023-12-06
CAM-01154,LinkedIn,Re-engagement,24026.28,828028,6980,216,30,881.59,1796.8,2023-01-30
CAM-01155,Email,Upsell,2045.55,45530,1654,48,5,400.78,6659.9,2023-01-09
CAM-01156,Cold Outbound,Account-Based,8651.97,269354,6178,113,15,541.24,7014.4,2023-04-21
CAM-01157,Cold Outbound,Upsell,1395.58,64221,1006,23,3,535.18,8140.3,2022-03-19
CAM-01158,Webinar,Account-Based,4301.28,126186,10125,654,129,37.16,60460.8,2024-10-17
CAM-01159,Events,Nurture,33244.9,1453344,254171,14757,2247,18.66,242264.4,2025-03-20
CAM-01160,Google Ads,Account-Based,28045.3,2058551,62492,2612,220,132.32,35438.5,2025-02-16
CAM-01161,Cold Outbound,Re-engagement,6563.11,132267,2813,43,5,1672.01,1834.4,2023-07-01
CAM-01162,Retargeting,Nurture,8165.67,228377,13445,928,49,151.31,33568.2,2022-10-04
CAM-01163,Webinar,Account-Based,6533.23,473448,47774,4333,474,15.03,276437.9,2025-03-29
CAM-01164,Email,Upsell,1703.6,60446,1513,63,10,150.35,31733.0,2023-08-22
CAM-01165,Email,Upsell,3877.26,61331,2221,119,21,158.25,24282.1,2025-04-08
CAM-01166,LinkedIn,Brand Awareness,21135.35,1023343,9316,270,44,475.07,12351.6,2024-02-29
CAM-01167,Email,Nurture,4923.56,343086,9656,404,66,81.35,52552.7,2022-03-31
CAM-01168,LinkedIn,Nurture,10338.58,154130,1443,34,5,2135.93,1593.7,2023-11-28
CAM-01169,Events,Account-Based,60716.09,622092,193437,13830,2301,28.12,287447.7,2024-06-20
CAM-01170,Cold Outbound,Re-engagement,4680.14,87613,865,17,2,2864.97,748.3,2022-08-13
CAM-01171,Content/SEO,Product Launch,5857.44,182025,14267,433,24,231.73,10106.3,2023-12-18
CAM-01172,Retargeting,Lead Gen,3421.6,199516,11320,926,146,19.44,303385.8,2024-09-01
CAM-01173,Webinar,Lead Gen,1085.02,75931,12746,1333,133,10.51,885489.7,2024-07-31
CAM-01174,Webinar,Re-engagement,1840.13,97876,11056,1074,124,13.8,118120.3,2023-05-31
CAM-01175,Retargeting,Nurture,10211.39,488815,29047,2542,473,26.82,258867.1,2022-06-13
CAM-01176,Cold Outbound,Nurture,4298.02,304750,5289,118,19,273.45,11888.6,2024-08-13
CAM-01177,Content/SEO,Re-engagement,4022.34,150452,6813,164,28,183.04,31848.2,2024-05-29
CAM-01178,Webinar,Nurture,3789.46,189832,34642,3829,348,8.75,479632.4,2023-05-24
CAM-01179,Google Ads,Lead Gen,20731.37,1610184,52096,2199,169,107.55,63590.2,2025-08-29
CAM-01180,Content/SEO,Nurture,846.27,48355,3973,128,19,44.66,52752.5,2023-06-12
CAM-01181,Content/SEO,Lead Gen,5823.34,90457,6472,158,11,620.36,5376.7,2024-09-14
CAM-01182,LinkedIn,Upsell,14136.61,1032174,5972,176,16,1129.46,8430.1,2024-12-31
CAM-01183,Email,Upsell,3347.89,127552,2583,78,12,267.04,21119.8,2025-07-19
CAM-01184,Content/SEO,Lead Gen,3449.47,140731,8315,189,17,170.13,7451.0,2023-12-14
CAM-01185,LinkedIn,Product Launch,8896.51,641978,8066,224,44,170.11,14513.6,2025-07-20
CAM-01186,Retargeting,Account-Based,10633.99,849067,47284,3407,356,30.63,134731.5,2024-06-26
CAM-01187,Webinar,Upsell,5502.11,184028,14948,1397,209,22.26,97134.0,2022-11-20
CAM-01188,LinkedIn,Brand Awareness,23152.03,668307,8236,266,52,521.91,14175.4,2022-10-04
CAM-01189,Google Ads,Upsell,37021.48,1463260,48545,2699,215,144.85,39683.6,2023-01-15
CAM-01190,Partner,Brand Awareness,8035.88,365197,25624,2428,461,15.03,151362.6,2022-11-23
CAM-01191,Content/SEO,Nurture,2678.53,47698,3446,121,6,508.19,11914.8,2025-06-20
CAM-01192,Retargeting,Brand Awareness,17807.16,215945,6641,320,46,340.0,8158.4,2025-08-26
CAM-01193,Webinar,Account-Based,2879.56,141693,19012,1523,123,21.12,101129.2,2023-08-26
CAM-01194,Partner,Upsell,14776.89,865433,40516,4778,783,16.83,166246.7,2025-03-27
CAM-01195,Google Ads,Upsell,16588.63,872002,29738,1378,195,79.41,24545.3,2024-06-01
CAM-01196,Webinar,Account-Based,2010.3,112160,19746,2184,172,10.61,620509.2,2022-03-08
CAM-01197,Webinar,Nurture,3282.24,93704,8886,991,82,46.9,148389.8,2024-07-08
CAM-01198,Cold Outbound,Lead Gen,5117.46,181108,3893,81,4,1112.38,5866.0,2022-05-23
CAM-01199,Webinar,Nurture,3810.12,235010,24670,1596,99,35.44,200141.3,2023-12-05
CAM-01200,Google Ads,Account-Based,28862.89,364431,16812,1108,189,176.79,50782.5,2024-09-16
CAM-01201,Google Ads,Upsell,17277.7,261813,6941,336,40,407.51,10410.4,2025-07-29
CAM-01202,LinkedIn,Nurture,3091.94,109465,1335,44,4,705.74,3007.9,2022-07-18
CAM-01203,Retargeting,Product Launch,8382.54,563214,28295,2524,455,15.84,292122.9,2024-09-13
CAM-01204,Partner,Brand Awareness,8227.07,523027,25010,1828,310,28.1,270015.9,2025-06-29
CAM-01205,Cold Outbound,Account-Based,7424.57,364915,4719,108,10,910.59,8552.6,2022-02-10
CAM-01206,Events,Lead Gen,50328.0,2198299,558992,35519,2630,16.37,342996.1,2022-03-14
CAM-01207,Webinar,Product Launch,6293.28,341366,39122,3556,599,12.57,173457.6,2023-07-05
CAM-01208,LinkedIn,Re-engagement,24102.54,856648,5128,179,23,1343.1,5069.3,2023-12-02
CAM-01209,Events,Upsell,62470.64,3573848,993906,49264,8435,9.59,930820.3,2024-06-28
CAM-01210,Partner,Upsell,5982.15,332012,27177,2953,283,25.28,93623.7,2022-09-24
CAM-01211,Content/SEO,Account-Based,2827.94,38970,2009,60,4,825.59,9278.2,2024-07-22
CAM-01212,Email,Re-engagement,3249.83,247159,5029,241,29,114.9,17527.5,2024-09-26
CAM-01213,Events,Lead Gen,19581.38,1512373,315740,18878,1701,13.69,196612.4,2025-02-13
CAM-01214,LinkedIn,Product Launch,7042.02,142184,1033,28,1,7447.36,401.3,2023-10-20
CAM-01215,Email,Product Launch,3993.2,175669,6901,212,15,270.84,9261.6,2023-07-28
CAM-01216,Events,Re-engagement,53532.71,1266319,394682,34113,4194,14.46,182941.3,2024-12-04
CAM-01217,Webinar,Lead Gen,6378.87,336745,34103,3024,263,19.44,246977.1,2023-02-12
CAM-01218,Events,Product Launch,58357.95,3967990,1137225,63229,6872,10.72,573414.4,2023-10-16
CAM-01219,Google Ads,Re-engagement,5202.36,211841,8475,535,41,139.4,36222.0,2023-08-23
CAM-01220,LinkedIn,Nurture,17270.43,1339594,13677,353,66,325.6,22414.2,2025-11-24
CAM-01221,LinkedIn,Brand Awareness,9491.79,401355,4357,145,7,1326.94,3882.8,2023-12-27
CAM-01222,Email,Nurture,2497.6,42594,940,33,4,615.05,3359.0,2025-01-20
CAM-01223,Cold Outbound,Brand Awareness,7060.41,238136,4257,59,4,1817.58,4183.1,2023-07-08
CAM-01224,Retargeting,Account-Based,2449.14,66888,1929,172,14,208.73,17159.2,2025-09-04
CAM-01225,Webinar,Brand Awareness,3244.39,195923,15243,1650,85,42.69,56091.8,2023-01-27
CAM-01226,Cold Outbound,Product Launch,9888.39,756137,14620,324,41,270.38,17301.8,2022-05-19
CAM-01227,Webinar,Lead Gen,5572.02,127384,16940,1715,133,40.61,65071.8,2025-02-16
CAM-01228,Google Ads,Account-Based,13516.83,754827,28036,1723,332,37.73,141139.6,2022-11-26
CAM-01229,Google Ads,Nurture,6170.43,101636,4169,274,16,352.74,15770.3,2025-03-12
CAM-01230,LinkedIn,Product Launch,3201.75,142139,1626,42,5,617.09,8779.2,2022-11-19
CAM-01231,Cold Outbound,Nurture,7889.1,515302,5632,80,9,1027.71,4611.6,2024-03-21
CAM-01232,Events,Upsell,74859.9,4007070,757153,55345,6391,13.83,342748.9,2024-09-21
CAM-01233,Content/SEO,Product Launch,2302.66,53834,2851,70,5,546.95,15575.9,2023-07-19
CAM-01234,Webinar,Account-Based,7687.09,536655,66452,5403,312,24.3,90938.3,2025-08-20
CAM-01235,Webinar,Nurture,4666.53,237152,26957,2534,321,13.25,348268.8,2024-12-25
CAM-01236,Partner,Lead Gen,14310.18,468457,23465,1623,232,56.47,119116.4,2022-03-12
CAM-01237,Email,Re-engagement,4146.15,106189,3844,203,21,240.81,36944.8,2022-08-27
CAM-01238,Google Ads,Upsell,31092.61,2406280,51235,2249,178,201.64,14762.9,2022-08-22
CAM-01239,Content/SEO,Lead Gen,5433.1,406525,14473,305,34,185.49,30226.2,2025-06-17
CAM-01240,Retargeting,Lead Gen,5683.35,286406,11761,651,72,93.02,44164.6,2022-02-09
CAM-01241,Email,Product Launch,629.86,40027,1037,29,3,245.82,36073.5,2023-05-30
CAM-01242,Cold Outbound,Lead Gen,1326.9,83534,1287,28,4,401.22,17305.9,2024-11-18
CAM-01243,Email,Account-Based,2981.71,176185,6538,326,45,54.67,29813.1,2024-02-08
CAM-01244,Events,Lead Gen,38589.56,2376411,593541,32533,2737,14.6,291461.7,2023-10-16
CAM-01245,Google Ads,Nurture,29084.59,814733,42223,3031,225,147.27,15907.1,2024-07-04
CAM-01246,Webinar,Lead Gen,1861.2,108658,8320,475,50,43.2,139026.2,2025-03-02
CAM-01247,Retargeting,Product Launch,17488.47,311215,12233,575,38,540.71,16757.9,2023-09-02
CAM-01248,LinkedIn,Brand Awareness,5296.49,200017,1167,37,2,2367.8,2115.1,2024-11-10
CAM-01249,Partner,Upsell,2104.99,101319,8558,1053,189,13.36,686505.1,2025-11-02
CAM-01250,Partner,Brand Awareness,4742.22,126522,9839,815,52,77.23,32994.3,2022-04-24
CAM-01251,Google Ads,Lead Gen,34264.1,493434,10614,752,59,521.33,5255.0,2025-08-20
CAM-01252,Events,Product Launch,10190.8,690130,141230,12554,1064,11.83,271429.5,2024-02-12
CAM-01253,LinkedIn,Nurture,18737.79,575397,3143,70,6,2933.47,2049.1,2024-10-01
CAM-01254,Cold Outbound,Account-Based,4153.23,319164,4704,62,7,478.71,4631.2,2023-05-21
CAM-01255,Cold Outbound,Product Launch,7070.84,162901,2400,40,6,1515.79,5351.4,2025-03-05
CAM-01256,Content/SEO,Brand Awareness,3438.3,157283,6149,251,36,122.72,55649.3,2023-10-02
CAM-01257,Events,Re-engagement,58350.14,2540175,544833,51951,7170,8.67,637866.9,2024-06-17
CAM-01258,Email,Upsell,4721.82,295887,9459,445,82,59.75,26322.9,2024-06-15
CAM-01259,Partner,Re-engagement,5802.05,459209,24461,2720,453,12.97,223342.0,2022-11-07
CAM-01260,LinkedIn,Lead Gen,18631.08,1061454,5653,170,29,688.96,4476.5,2022-05-29
CAM-01261,Email,Product Launch,1766.41,77429,1384,53,3,765.32,11102.3,2022-09-24
CAM-01262,LinkedIn,Brand Awareness,24078.66,459691,5784,113,16,1779.29,4161.8,2022-12-10
CAM-01263,Content/SEO,Product Launch,4699.86,196508,10214,358,67,76.05,71416.1,2024-05-06
CAM-01264,Partner,Account-Based,13407.06,315500,25499,2423,161,93.32,28567.7,2022-10-10
CAM-01265,Webinar,Nurture,5189.48,127937,21284,1573,250,18.23,84996.2,2022-07-07
CAM-01266,Content/SEO,Nurture,955.64,75078,5173,202,19,61.54,104623.7,2024-07-14
CAM-01267,Webinar,Nurture,4930.09,380067,66452,6084,568,10.51,703315.4,2022-08-08
CAM-01268,Google Ads,Re-engagement,26224.45,964331,36269,1566,121,276.23,33184.0,2024-08-05
CAM-01269,Retargeting,Account-Based,17673.04,1339664,52288,3242,488,36.11,46015.1,2025-02-16
CAM-01270,Retargeting,Brand Awareness,5731.9,274649,19491,1519,178,36.22,156214.9,2023-11-10
CAM-01271,Partner,Lead Gen,7335.51,519322,33406,4121,667,10.69,720628.5,2025-04-30
CAM-01272,Events,Product Launch,46194.16,884499,148259,8608,976,51.89,140274.0,2025-07-06
CAM-01273,Retargeting,Nurture,13099.23,926061,33875,2280,419,32.17,145907.3,2024-09-09
CAM-01274,Content/SEO,Account-Based,5626.58,311290,27347,1023,116,53.46,80383.2,2024-05-04
CAM-01275,Google Ads,Upsell,15114.12,363295,18831,1275,74,178.23,10476.6,2024-06-15
CAM-01276,Email,Product Launch,3304.81,213134,7166,285,34,87.94,18102.3,2022-07-13
CAM-01277,Events,Re-engagement,13083.33,1025937,220585,19192,2156,7.44,371101.0,2023-03-15
CAM-01278,Google Ads,Upsell,13923.59,278322,8860,407,61,272.55,17056.2,2024-11-16
CAM-01279,Cold Outbound,Nurture,7780.42,106742,1692,27,3,3004.18,688.3,2023-11-28
CAM-01280,Content/SEO,Product Launch,5854.98,368060,19849,641,62,99.58,33394.2,2023-09-13
CAM-01281,Google Ads,Product Launch,10410.89,504864,26538,2001,116,85.42,48851.5,2025-11-06
CAM-01282,Cold Outbound,Lead Gen,5132.37,304829,4700,89,17,280.17,7504.2,2025-02-24
CAM-01283,Webinar,Lead Gen,2024.21,41089,6336,517,70,36.79,76406.6,2025-04-25
CAM-01284,LinkedIn,Brand Awareness,11738.82,484680,3500,68,12,1145.41,4760.5,2023-10-06
CAM-01285,Email,Nurture,885.07,19349,619,18,2,574.82,7838.4,2023-05-18
CAM-01286,Retargeting,Upsell,4733.75,299742,19483,1593,254,23.39,357411.2,2025-01-24
CAM-01287,Email,Upsell,4624.42,272115,4265,187,17,285.88,19568.5,2022-08-06
CAM-01288,Webinar,Re-engagement,7018.43,393708,39380,2659,266,23.03,105856.7,2022-05-21
CAM-01289,LinkedIn,Account-Based,3371.63,62910,646,17,3,1165.46,2615.1,2025-04-04
CAM-01290,Google Ads,Nurture,30344.03,951621,27786,1805,117,335.78,20703.7,2024-09-19
CAM-01291,Events,Re-engagement,68059.32,2855118,687099,54791,9117,6.95,437836.0,2022-03-12
CAM-01292,Cold Outbound,Lead Gen,7026.02,558226,8374,146,19,375.5,5926.0,2024-10-20
CAM-01293,Content/SEO,Re-engagement,4560.51,64160,5481,140,22,258.09,18176.8,2022-08-03
CAM-01294,Google Ads,Upsell,24092.09,1286719,60176,2825,253,109.01,19356.5,2022-10-31
CAM-01295,Partner,Product Launch,2656.47,118911,6663,608,37,76.12,72452.1,2023-05-28
CAM-01296,Cold Outbound,Re-engagement,1842.43,135416,1336,22,3,493.21,4535.1,2023-11-15
CAM-01297,Webinar,Upsell,3617.26,144177,23711,2286,453,7.71,516159.3,2022-12-12
CAM-01298,Events,Nurture,40289.29,1628408,290527,21821,1801,21.22,234664.9,2022-09-19
CAM-01299,LinkedIn,Brand Awareness,10752.99,149023,1819,34,5,2513.44,3116.0,2024-03-05
CAM-01300,Events,Product Launch,27925.56,833564,143359,11228,1706,13.49,207338.4,2024-04-26
CAM-01301,Google Ads,Upsell,29340.8,737328,26194,1975,287,113.33,33670.3,2025-02-20
CAM-01302,Email,Brand Awareness,1190.01,38738,1139,39,4,304.67,10051.1,2024-07-18
CAM-01303,Webinar,Re-engagement,6897.85,285622,26404,2493,449,16.18,379726.9,2024-11-16
CAM-01304,Webinar,Lead Gen,6724.74,350704,37991,3246,596,9.72,374876.8,2024-08-23
CAM-01305,LinkedIn,Lead Gen,17552.83,351895,3364,111,11,1316.39,3465.9,2025-01-13
CAM-01306,Google Ads,Account-Based,9854.36,635590,14845,656,125,95.82,92695.0,2024-01-28
CAM-01307,LinkedIn,Lead Gen,24514.99,1727750,19143,373,73,297.77,20908.2,2025-02-14
CAM-01308,LinkedIn,Nurture,23307.87,494292,3552,84,14,2148.55,1131.9,2024-02-18
CAM-01309,Retargeting,Upsell,10331.98,568054,21391,1789,268,35.56,71609.4,2022-02-22
CAM-01310,LinkedIn,Nurture,11134.38,777623,8871,232,25,564.86,5027.1,2025-07-08
CAM-01311,LinkedIn,Account-Based,14568.01,1068651,11254,340,17,832.45,5487.6,2025-03-17
CAM-01312,Partner,Re-engagement,7001.89,443694,27906,2945,338,18.08,271432.1,2025-01-15
CAM-01313,Events,Re-engagement,35273.13,1445354,228634,15208,1544,20.23,68690.8,2025-02-10
CAM-01314,Cold Outbound,Brand Awareness,1841.23,118282,1804,40,2,793.36,5274.0,2024-05-19
CAM-01315,Events,Lead Gen,22970.86,1577200,219384,17611,1181,19.41,114484.5,2022-09-29
CAM-01316,Webinar,Lead Gen,3023.6,38741,5013,490,26,117.99,13310.9,2025-11-04
CAM-01317,Email,Account-Based,4336.67,327504,9478,513,76,69.17,90393.5,2022-06-30
CAM-01318,Partner,Product Launch,9052.86,185233,14744,1506,119,80.45,38865.2,2023-08-14
CAM-01319,Partner,Product Launch,3041.5,236485,16450,1698,111,30.86,152948.7,2025-06-03
CAM-01320,Events,Account-Based,63021.53,4746213,1089971,97212,17921,2.88,2110382.0,2024-09-26
CAM-01321,Webinar,Lead Gen,7287.98,96750,15572,1639,202,40.98,123565.1,2023-03-21
CAM-01322,Email,Brand Awareness,4591.44,314694,7160,335,35,153.77,60548.3,2022-07-30
CAM-01323,Webinar,Re-engagement,4166.68,203079,33086,2393,424,8.11,547272.4,2024-12-01
CAM-01324,Cold Outbound,Account-Based,3718.86,297354,6171,112,9,339.33,9797.9,2023-07-29
CAM-01325,Events,Re-engagement,14630.95,505105,105784,7901,422,40.39,170669.1,2025-11-17
CAM-01326,Cold Outbound,Account-Based,6327.64,189201,3004,56,3,1736.6,3255.9,2024-10-27
CAM-01327,Google Ads,Nurture,32700.78,1592537,53357,3449,244,122.83,49539.2,2022-03-22
CAM-01328,LinkedIn,Product Launch,23630.86,650959,4468,82,7,3181.22,1765.0,2023-09-28
CAM-01329,Cold Outbound,Lead Gen,8706.57,385114,5235,79,6,1658.9,3120.8,2024-04-11
CAM-01330,Webinar,Account-Based,3798.73,105354,14068,1225,159,24.43,130016.0,2024-01-15
CAM-01331,LinkedIn,Upsell,12625.21,263547,1562,48,3,4748.55,1764.2,2022-05-11
CAM-01332,Content/SEO,Account-Based,834.38,51272,2513,104,11,82.29,71999.8,2025-10-04
CAM-01333,Content/SEO,Lead Gen,5051.83,314188,22102,690,137,46.04,129056.0,2022-02-13
CAM-01334,Webinar,Brand Awareness,6562.45,123303,21551,1451,227,31.95,93441.1,2022-05-06
CAM-01335,Partner,Product Launch,2232.86,65273,6182,564,52,41.88,136357.4,2025-01-28
CAM-01336,Webinar,Re-engagement,1994.0,30155,4773,384,54,30.59,211837.1,2023-01-21
CAM-01337,Webinar,Account-Based,7565.89,322087,29101,3039,356,22.47,76908.7,2022-06-24
CAM-01338,Webinar,Product Launch,2067.93,62624,6775,734,46,54.48,66049.7,2024-10-16
CAM-01339,Email,Upsell,3808.82,243173,9312,398,33,149.75,29636.0,2025-07-01
CAM-01340,Retargeting,Re-engagement,2355.13,149608,5629,306,18,143.21,19505.3,2023-09-01
CAM-01341,Webinar,Brand Awareness,4719.17,243682,38025,3775,231,16.71,137883.3,2023-02-25
CAM-01342,Google Ads,Upsell,26786.11,557191,21110,815,96,292.52,25050.9,2024-05-12
CAM-01343,LinkedIn,Brand Awareness,21965.57,1023061,9285,254,15,1592.89,3073.3,2023-10-30
CAM-01344,Partner,Nurture,7036.97,206212,16189,1466,81,74.15,82934.3,2022-08-09
CAM-01345,Cold Outbound,Upsell,8166.83,599850,5697,130,7,1393.61,6545.8,2023-03-12
CAM-01346,Webinar,Brand Awareness,3725.54,225683,25180,1488,176,20.24,272679.2,2024-07-23
CAM-01347,Retargeting,Re-engagement,12921.36,910126,45201,2812,374,36.77,163947.2,2023-09-16
CAM-01348,Content/SEO,Nurture,2918.1,124149,8159,263,28,108.51,72282.0,2023-11-21
CAM-01349,Content/SEO,Account-Based,4865.75,80927,3329,100,6,732.2,8274.2,2025-09-25
CAM-01350,Email,Brand Awareness,3030.4,237990,7105,395,55,47.02,27642.6,2024-11-30
CAM-01351,Cold Outbound,Lead Gen,7315.4,372482,3375,64,5,1866.04,5014.5,2024-08-27
CAM-01352,Google Ads,Brand Awareness,26953.13,637516,15229,1024,105,209.94,20291.4,2024-04-14
CAM-01353,Cold Outbound,Product Launch,3946.98,45123,1046,26,3,1464.39,2888.2,2024-11-23
CAM-01354,Google Ads,Nurture,33127.01,1403313,60597,3110,163,176.92,29149.6,2022-05-12
CAM-01355,Events,Brand Awareness,11421.76,753430,181215,10666,1143,10.63,555592.4,2025-09-17
CAM-01356,Google Ads,Re-engagement,7927.49,163298,6924,405,60,166.4,40071.7,2025-01-11
CAM-01357,LinkedIn,Upsell,9584.09,255718,2153,65,12,917.28,2163.4,2023-10-15
CAM-01358,Webinar,Product Launch,4581.31,332915,40540,4200,762,7.25,846670.7,2023-09-03
CAM-01359,Webinar,Upsell,5381.22,388665,37362,3181,597,10.93,203549.1,2022-10-01
CAM-01360,Retargeting,Re-engagement,13529.22,246548,8376,503,78,167.24,17440.5,2023-02-09
CAM-01361,Events,Account-Based,64772.34,4031060,599324,45037,6240,12.55,740442.4,2024-05-21
CAM-01362,Events,Re-engagement,66954.72,3370151,999847,62462,8741,9.7,563608.3,2023-04-18
CAM-01363,Partner,Product Launch,5603.55,397274,32118,3673,718,7.56,302628.2,2023-12-18
CAM-01364,Google Ads,Lead Gen,14207.82,948223,37039,2314,116,116.74,61684.5,2025-10-14
CAM-01365,Partner,Lead Gen,6247.68,314328,23866,2203,233,29.2,207666.2,2023-05-25
CAM-01366,Email,Lead Gen,766.64,28067,530,19,2,333.83,12822.9,2022-05-05
CAM-01367,Retargeting,Upsell,17203.62,561546,26113,2082,289,66.67,131006.0,2023-09-28
CAM-01368,LinkedIn,Lead Gen,24944.89,1575822,18666,634,110,216.13,13019.8,2024-09-25
CAM-01369,Content/SEO,Upsell,1338.73,55888,2153,83,8,189.61,44293.4,2022-07-16
CAM-01370,Events,Upsell,43975.13,2124643,671959,43146,4983,8.69,800438.7,2024-03-12
CAM-01371,Webinar,Account-Based,5204.51,364459,53279,4250,782,8.32,1164672.1,2022-08-13
CAM-01372,LinkedIn,Account-Based,7850.38,159574,1303,25,2,3422.17,1882.5,2023-12-13
CAM-01373,Retargeting,Account-Based,15315.8,249896,15285,1275,109,170.75,31121.6,2022-05-02
CAM-01374,Content/SEO,Brand Awareness,3998.48,314476,24814,700,53,76.85,38958.7,2023-11-07
CAM-01375,Partner,Brand Awareness,5315.51,388307,35005,3826,733,5.92,815227.0,2023-05-16
CAM-01376,Partner,Nurture,11973.46,878941,54199,5048,752,16.03,425929.7,2023-05-01
