ticket_id,customer_id,issue_type,priority,status,created_date
594,199,Bug Report,Low,Resolved,2024-09-22
595,193,Billing,Medium,Pending,2025-08-07
596,96,Bug Report,Medium,Resolved,2024-09-24
597,374,Feature Request,High,Resolved,2026-05-18
598,276,Bug Report,Low,Resolved,2024-10-22
599,491,Account Access,High,Pending,2026-02-13
600,198,Login Issue,Low,Resolved,2025-08-15
601,458,Account Access,Medium,Pending,2025-04-01
602,85,Billing,Low,Resolved,2024-11-16
603,326,Billing,High,Resolved,2026-03-22
604,34,Login Issue,High,Pending,2024-08-22
605,343,Bug Report,Low,Resolved,2025-11-29
606,478,Billing,Low,Resolved,2024-12-17
607,327,Login Issue,Low,Open,2024-06-22
608,216,Account Access,Low,Pending,2024-07-24
609,110,Account Access,High,Open,2025-01-23
610,331,Bug Report,Low,Resolved,2025-12-25
611,487,Account Access,Medium,Open,2025-11-11
612,432,Account Access,Low,Open,2025-06-07
613,336,Account Access,Medium,Resolved,2025-03-12
614,418,Bug Report,Low,Resolved,2025-01-13
615,35,Bug Report,Low,Resolved,2024-09-15
616,472,Account Access,Low,Open,2026-01-11
617,56,Account Access,Low,Resolved,2024-09-28
618,374,Login Issue,High,Pending,2026-02-17
619,270,Bug Report,High,Pending,2025-10-11
620,391,Login Issue,High,Open,2025-06-03
621,260,Billing,Low,Open,2024-07-31
622,116,Account Access,High,Resolved,2025-07-15
623,40,Login Issue,High,Resolved,2025-01-17
624,283,Billing,Low,Pending,2025-11-16
625,254,Login Issue,Low,Pending,2024-10-08
626,66,Feature Request,High,Resolved,2026-03-16
627,197,Account Access,High,Open,2024-06-16
628,6,Account Access,High,Resolved,2025-06-05
629,189,Billing,Medium,Pending,2026-02-11
630,165,Account Access,Medium,Pending,2026-05-12
631,279,Billing,High,Pending,2025-06-03
632,219,Feature Request,High,Resolved,2025-05-02
633,68,Account Access,Medium,Pending,2026-04-02
634,352,Feature Request,Medium,Resolved,2024-06-26
635,48,Billing,Medium,Resolved,2025-04-26
636,222,Billing,Medium,Resolved,2025-03-07
637,211,Login Issue,Medium,Open,2026-01-09
638,337,Login Issue,Low,Open,2026-04-16
639,415,Login Issue,High,Resolved,2025-08-19
640,407,Bug Report,Medium,Pending,2024-10-21
641,498,Account Access,Low,Resolved,2026-01-23
642,466,Account Access,Low,Pending,2024-06-04
643,468,Feature Request,High,Pending,2025-05-25
644,250,Billing,Low,Resolved,2025-09-12
645,68,Feature Request,High,Resolved,2025-07-27
646,61,Feature Request,Medium,Resolved,2025-10-23
647,416,Bug Report,Low,Pending,2025-12-02
648,412,Login Issue,High,Resolved,2024-11-02
649,65,Login Issue,Medium,Resolved,2025-09-11
650,224,Login Issue,High,Open,2025-04-21
651,124,Billing,Medium,Pending,2025-04-30
652,128,Account Access,High,Open,2025-11-10
653,295,Billing,Medium,Pending,2025-12-19
654,493,Login Issue,Medium,Resolved,2025-02-11
655,96,Feature Request,High,Pending,2025-01-17
656,48,Bug Report,Low,Open,2024-06-12
657,463,Feature Request,Low,Resolved,2025-06-23
658,214,Bug Report,Medium,Resolved,2026-02-16
659,353,Feature Request,Low,Resolved,2025-09-16
660,9,Login Issue,High,Open,2026-04-30
661,212,Login Issue,Medium,Open,2026-03-07
662,490,Billing,Medium,Resolved,2026-02-07
663,63,Account Access,Medium,Resolved,2024-12-10
664,165,Account Access,Low,Resolved,2026-04-15
665,269,Feature Request,Low,Open,2025-01-12
666,100,Account Access,High,Resolved,2026-04-17
667,430,Bug Report,Low,Pending,2026-02-10
668,484,Feature Request,Low,Open,2025-11-03
669,448,Feature Request,Low,Pending,2026-02-20
670,182,Bug Report,High,Resolved,2025-01-07
671,148,Billing,Medium,Pending,2025-12-07
672,353,Account Access,Low,Pending,2025-11-12
673,191,Billing,High,Pending,2024-05-30
674,480,Bug Report,Medium,Resolved,2025-04-21
675,403,Billing,Medium,Pending,2024-06-13
676,478,Feature Request,High,Open,2026-04-20
677,271,Login Issue,Low,Resolved,2025-08-25
678,71,Login Issue,High,Open,2025-07-01
679,390,Account Access,High,Open,2025-01-30
680,403,Login Issue,Low,Resolved,2024-07-24
681,300,Login Issue,High,Pending,2025-06-25
682,318,Login Issue,Low,Resolved,2026-03-19
683,76,Login Issue,Medium,Resolved,2024-08-17
684,285,Account Access,High,Pending,2025-07-17
685,33,Bug Report,High,Open,2024-08-04
686,1,Billing,Medium,Pending,2025-10-31
687,168,Login Issue,Medium,Open,2024-07-10
688,246,Billing,High,Resolved,2025-08-04
689,158,Billing,Low,Pending,2025-08-31
690,28,Account Access,High,Open,2025-10-02
691,72,Bug Report,Low,Resolved,2024-12-09
692,43,Account Access,Medium,Resolved,2025-10-21
693,143,Billing,Medium,Pending,2024-05-28
694,104,Feature Request,Low,Pending,2025-08-17
695,463,Bug Report,High,Pending,2026-02-04
696,442,Billing,High,Open,2026-03-04
697,486,Login Issue,Medium,Open,2026-05-17
698,177,Billing,Low,Open,2025-05-11
699,166,Feature Request,Low,Open,2025-12-26
700,89,Bug Report,High,Pending,2024-07-08
701,141,Billing,Low,Open,2026-03-04
702,419,Billing,Medium,Pending,2024-11-12
703,446,Feature Request,Medium,Resolved,2024-07-30
704,188,Account Access,High,Open,2026-02-07
705,323,Billing,Medium,Open,2025-10-31
706,191,Billing,Medium,Pending,2026-04-04
707,317,Billing,Medium,Pending,2026-01-20
708,251,Billing,High,Open,2025-08-03
709,107,Billing,Low,Pending,2025-01-12
710,165,Feature Request,Low,Pending,2025-10-27
711,30,Account Access,Medium,Open,2025-10-19
712,310,Bug Report,Medium,Open,2024-09-13
713,50,Billing,Low,Resolved,2025-04-14
714,417,Bug Report,Medium,Open,2024-12-18
715,225,Bug Report,High,Open,2026-04-12
716,290,Account Access,Medium,Resolved,2025-02-19
717,120,Feature Request,High,Open,2025-08-08
718,310,Bug Report,High,Open,2024-08-10
719,104,Account Access,Medium,Resolved,2025-03-11
720,221,Login Issue,High,Open,2024-12-15
721,313,Account Access,Medium,Resolved,2026-04-12
722,18,Account Access,Low,Resolved,2025-10-09
723,313,Login Issue,Low,Open,2024-11-12
724,96,Billing,High,Resolved,2024-05-26
725,100,Bug Report,Medium,Pending,2025-11-05
726,402,Bug Report,Low,Open,2024-11-13
727,479,Feature Request,High,Pending,2026-02-12
728,269,Login Issue,Medium,Pending,2025-03-04
729,250,Account Access,Medium,Pending,2025-09-27
730,398,Account Access,High,Pending,2024-10-06
731,235,Account Access,Medium,Open,2026-05-03
732,5,Account Access,Low,Pending,2025-02-09
733,469,Billing,High,Open,2025-11-30
734,60,Feature Request,Medium,Resolved,2024-09-21
735,149,Login Issue,High,Pending,2025-07-01
736,453,Billing,Low,Open,2024-09-15
737,366,Feature Request,Low,Open,2025-07-20
738,291,Feature Request,Medium,Open,2026-04-23
739,264,Feature Request,Low,Pending,2024-10-30
740,217,Account Access,Low,Pending,2026-01-21
741,159,Billing,Low,Pending,2024-10-01
742,301,Feature Request,High,Open,2024-11-06
743,231,Login Issue,Medium,Open,2025-01-14
744,190,Billing,High,Open,2025-06-15
745,37,Login Issue,Low,Resolved,2025-11-01
746,482,Bug Report,High,Pending,2024-11-10
747,193,Bug Report,Low,Resolved,2025-07-27
748,330,Feature Request,Low,Open,2025-06-08
749,67,Billing,High,Pending,2025-08-23
750,67,Bug Report,Medium,Pending,2025-02-22
751,122,Feature Request,Medium,Open,2025-03-31
752,434,Login Issue,Low,Open,2024-12-19
753,68,Feature Request,Medium,Resolved,2025-06-29
754,43,Bug Report,Medium,Pending,2024-10-15
755,248,Login Issue,Low,Resolved,2025-10-18
756,188,Bug Report,Medium,Resolved,2026-05-07
757,357,Account Access,Low,Resolved,2025-12-09
758,283,Login Issue,Low,Resolved,2025-07-15
759,486,Bug Report,High,Resolved,2026-03-07
760,308,Billing,High,Open,2025-01-28
761,335,Bug Report,Low,Pending,2026-02-24
762,404,Feature Request,Low,Open,2025-04-30
763,260,Login Issue,High,Pending,2026-03-06
764,227,Account Access,High,Resolved,2025-07-29
765,313,Feature Request,Medium,Pending,2025-06-29
766,13,Feature Request,High,Resolved,2024-08-27
767,92,Login Issue,High,Open,2025-01-01
768,179,Billing,Low,Open,2024-12-30
769,155,Bug Report,High,Open,2025-07-17
770,150,Feature Request,Medium,Pending,2024-09-07
771,65,Feature Request,Low,Pending,2025-12-30
772,231,Bug Report,Low,Open,2024-08-18
773,352,Bug Report,Low,Resolved,2024-09-17
774,328,Login Issue,Low,Pending,2026-03-24
775,274,Feature Request,High,Open,2025-08-08
776,381,Account Access,Medium,Pending,2025-08-16
777,214,Billing,Medium,Pending,2025-02-11
778,138,Login Issue,High,Resolved,2025-08-11
779,443,Feature Request,Low,Pending,2025-12-13
780,307,Bug Report,Low,Open,2026-05-18
781,9,Feature Request,Medium,Pending,2026-01-26
782,435,Account Access,High,Open,2025-07-29
783,106,Bug Report,Medium,Pending,2024-07-22
784,73,Account Access,High,Open,2025-05-19
785,183,Login Issue,High,Pending,2025-07-09
786,359,Account Access,High,Resolved,2025-02-02
787,135,Billing,High,Open,2026-01-30
788,19,Account Access,Medium,Pending,2025-09-22
789,399,Feature Request,Medium,Open,2024-06-23
790,161,Account Access,Medium,Open,2025-03-01
791,74,Feature Request,Low,Open,2024-06-18
792,451,Login Issue,Medium,Open,2026-04-10
793,4,Account Access,High,Pending,2024-08-29
794,322,Account Access,Medium,Open,2024-12-15
795,418,Bug Report,High,Open,2025-06-04
796,398,Feature Request,Low,Resolved,2024-08-02
797,384,Billing,Low,Pending,2024-10-12
798,499,Bug Report,Medium,Open,2025-12-19
799,3,Billing,Low,Resolved,2024-08-28
800,495,Feature Request,Medium,Pending,2025-06-19
801,414,Billing,Low,Open,2025-08-05
802,150,Account Access,Medium,Resolved,2024-06-14
803,466,Billing,Medium,Pending,2024-07-01
804,332,Feature Request,Low,Resolved,2026-05-19
805,211,Login Issue,Medium,Resolved,2024-12-22
806,115,Account Access,Medium,Open,2025-10-31
807,494,Login Issue,High,Pending,2025-08-16
808,173,Bug Report,Medium,Pending,2024-08-19
809,45,Billing,High,Pending,2025-01-27
810,460,Account Access,Medium,Resolved,2025-09-11
811,176,Feature Request,Medium,Pending,2026-03-18
812,19,Feature Request,Low,Resolved,2025-02-21
813,426,Account Access,Medium,Open,2026-01-05
814,338,Login Issue,Low,Resolved,2025-05-13
815,123,Account Access,Medium,Open,2025-05-22
816,10,Bug Report,Low,Open,2025-05-20
817,140,Billing,Low,Pending,2024-12-03
818,331,Feature Request,Low,Resolved,2025-11-01
819,477,Login Issue,Medium,Pending,2025-11-03
820,405,Billing,High,Open,2026-03-01
821,5,Account Access,High,Pending,2024-06-14
822,139,Account Access,Low,Resolved,2024-11-18
823,448,Billing,Low,Open,2026-02-06
824,19,Bug Report,High,Pending,2025-12-08
825,476,Bug Report,Low,Pending,2026-01-28
826,224,Login Issue,High,Open,2025-10-30
827,283,Billing,Medium,Open,2026-05-08
828,416,Bug Report,High,Resolved,2024-10-28
829,265,Login Issue,Low,Open,2025-01-07
830,127,Feature Request,Medium,Open,2025-04-08
831,442,Bug Report,Low,Resolved,2024-12-11
832,330,Account Access,Low,Open,2024-10-30
833,354,Bug Report,Medium,Open,2024-10-31
834,333,Bug Report,High,Open,2025-01-13
835,299,Account Access,High,Pending,2025-01-21
836,467,Billing,Medium,Open,2026-01-31
837,95,Feature Request,Low,Resolved,2025-08-10
838,177,Feature Request,Medium,Open,2026-01-06
839,431,Billing,High,Open,2025-03-25
840,287,Billing,High,Pending,2025-08-19
841,437,Bug Report,Medium,Pending,2026-04-26
842,325,Billing,High,Pending,2026-03-21
843,154,Feature Request,High,Resolved,2025-09-02
844,484,Bug Report,Low,Open,2025-05-13
845,242,Feature Request,High,Pending,2025-02-04
846,287,Billing,Low,Open,2024-06-02
847,414,Login Issue,Medium,Resolved,2025-12-25
848,76,Feature Request,Low,Resolved,2025-09-11
849,301,Bug Report,Medium,Resolved,2025-01-27
850,327,Feature Request,High,Resolved,2024-07-04
851,111,Account Access,High,Resolved,2026-05-12
852,251,Billing,Low,Resolved,2026-01-15
853,125,Billing,Low,Open,2025-08-03
854,13,Feature Request,High,Pending,2025-05-03
855,243,Login Issue,Low,Resolved,2025-05-29
856,236,Account Access,Low,Resolved,2025-11-02
857,265,Account Access,High,Resolved,2024-12-26
858,302,Billing,Medium,Resolved,2026-04-16
859,7,Bug Report,Medium,Pending,2024-06-29
860,375,Billing,Low,Resolved,2024-09-23
861,407,Billing,Low,Open,2026-03-19
862,144,Billing,Low,Open,2025-05-29
863,284,Feature Request,Medium,Open,2026-03-02
864,386,Bug Report,Medium,Resolved,2024-11-28
865,306,Bug Report,Low,Pending,2025-01-07
866,212,Feature Request,High,Pending,2025-08-17
867,292,Bug Report,Low,Pending,2025-03-03
868,194,Account Access,High,Open,2024-11-05
869,499,Account Access,High,Pending,2026-01-07
870,152,Login Issue,High,Pending,2025-11-19
871,166,Account Access,High,Open,2025-03-21
872,66,Login Issue,High,Pending,2025-11-07
873,162,Bug Report,High,Open,2024-12-27
874,47,Billing,High,Open,2025-04-03
875,322,Billing,Low,Resolved,2025-03-12
876,237,Billing,Medium,Open,2025-12-09
877,416,Login Issue,High,Pending,2024-06-20
878,161,Billing,Low,Resolved,2025-01-14
879,311,Login Issue,Medium,Pending,2025-10-22
880,296,Bug Report,High,Pending,2025-03-21
881,323,Account Access,Medium,Pending,2025-07-27
882,411,Billing,Low,Open,2024-08-31
883,402,Account Access,Low,Pending,2026-01-18
884,105,Feature Request,High,Resolved,2025-05-26
885,471,Account Access,Medium,Open,2025-07-13
886,375,Feature Request,Low,Open,2024-12-20
887,171,Login Issue,Medium,Resolved,2024-11-25
888,428,Account Access,High,Resolved,2024-06-18
889,314,Login Issue,High,Pending,2024-12-23
890,72,Feature Request,High,Resolved,2025-01-08
891,73,Bug Report,Low,Resolved,2025-05-25
892,135,Billing,Low,Resolved,2025-02-01
893,265,Feature Request,Medium,Resolved,2024-07-08
894,409,Feature Request,Low,Open,2025-09-02
895,14,Bug Report,Low,Pending,2024-09-29
896,147,Feature Request,Low,Resolved,2025-11-08
897,491,Login Issue,Medium,Open,2024-07-30
898,17,Bug Report,Medium,Pending,2024-11-28
899,9,Feature Request,Medium,Resolved,2026-01-02
900,404,Feature Request,Low,Open,2025-01-17
901,471,Login Issue,High,Open,2026-02-01
902,271,Feature Request,High,Open,2025-11-22
903,292,Feature Request,High,Resolved,2026-01-26
904,421,Login Issue,High,Open,2025-05-14
905,79,Account Access,Low,Resolved,2026-02-02
906,216,Bug Report,High,Resolved,2025-03-17
907,213,Login Issue,High,Resolved,2026-01-14
908,163,Account Access,Low,Resolved,2025-01-09
909,283,Billing,Medium,Resolved,2026-03-01
910,80,Account Access,Low,Open,2024-06-18
911,163,Bug Report,High,Pending,2025-08-08
912,309,Feature Request,High,Pending,2025-06-09
913,79,Billing,High,Resolved,2025-01-31
914,479,Bug Report,High,Pending,2026-01-24
915,61,Feature Request,Low,Resolved,2025-09-22
916,354,Feature Request,Medium,Resolved,2025-08-29
917,227,Login Issue,Low,Pending,2024-11-14
918,141,Bug Report,Low,Resolved,2025-09-12
919,346,Feature Request,High,Pending,2024-05-25
920,383,Billing,Low,Resolved,2024-11-19
921,277,Feature Request,Low,Pending,2025-07-15
922,342,Bug Report,Low,Open,2026-03-11
923,183,Account Access,High,Open,2024-07-07
924,82,Bug Report,High,Open,2024-07-28
925,181,Bug Report,Low,Pending,2024-10-11
926,249,Bug Report,Medium,Resolved,2025-08-20
927,480,Feature Request,Low,Open,2024-12-17
928,25,Account Access,High,Pending,2025-11-07
929,277,Bug Report,Low,Resolved,2025-05-16
930,20,Account Access,Medium,Pending,2025-07-04
931,104,Account Access,Medium,Resolved,2026-05-22
932,104,Feature Request,Medium,Pending,2024-10-12
933,132,Billing,High,Open,2026-04-22
934,494,Feature Request,Medium,Resolved,2026-02-09
935,459,Login Issue,High,Resolved,2025-06-14
936,414,Bug Report,Low,Resolved,2024-10-02
937,266,Account Access,High,Resolved,2025-07-05
938,78,Billing,High,Resolved,2025-12-22
939,444,Feature Request,Medium,Resolved,2026-03-04
940,358,Bug Report,Low,Pending,2026-03-20
941,418,Billing,High,Open,2024-09-20
942,71,Billing,High,Pending,2024-10-02
943,337,Billing,High,Resolved,2025-08-07
944,363,Account Access,Low,Resolved,2024-06-30
945,330,Account Access,High,Pending,2026-05-21
946,118,Bug Report,High,Open,2025-05-26
947,233,Feature Request,Low,Resolved,2025-04-07
948,335,Login Issue,High,Resolved,2024-09-16
949,355,Bug Report,Low,Open,2025-02-10
950,455,Login Issue,Low,Pending,2025-12-31
951,298,Account Access,Medium,Pending,2025-06-22
952,332,Feature Request,Medium,Resolved,2026-03-13
953,198,Login Issue,Low,Resolved,2024-12-01
954,329,Feature Request,Medium,Pending,2024-10-25
955,79,Account Access,Medium,Resolved,2025-11-16
956,191,Login Issue,Medium,Resolved,2025-03-08
957,300,Feature Request,Medium,Open,2024-11-29
958,342,Bug Report,High,Resolved,2025-09-02
959,1,Login Issue,Low,Pending,2025-10-19
960,424,Bug Report,High,Open,2024-06-04
961,184,Login Issue,High,Resolved,2025-12-06
962,39,Login Issue,Medium,Resolved,2025-05-05
963,420,Billing,Medium,Open,2026-03-21
964,182,Billing,Medium,Resolved,2025-09-12
965,330,Bug Report,High,Resolved,2025-02-03
966,46,Account Access,Medium,Pending,2024-11-09
967,148,Feature Request,High,Pending,2026-03-24
968,69,Billing,Medium,Resolved,2025-03-23
969,51,Account Access,Medium,Open,2024-12-03
970,476,Billing,High,Open,2025-06-27
971,425,Feature Request,Low,Pending,2026-03-13
972,460,Feature Request,Medium,Resolved,2025-04-22
973,152,Feature Request,High,Open,2025-08-14
974,72,Login Issue,Medium,Open,2026-01-10
975,348,Billing,Low,Pending,2025-11-30
976,211,Billing,Low,Resolved,2024-10-26
977,450,Account Access,Medium,Pending,2025-08-30
978,466,Bug Report,Medium,Resolved,2025-04-25
979,440,Account Access,Medium,Open,2024-08-24
980,343,Login Issue,Medium,Pending,2024-06-17
981,27,Billing,Medium,Pending,2024-07-31
982,163,Bug Report,High,Open,2025-10-22
983,11,Feature Request,Medium,Open,2024-07-14
984,374,Account Access,Low,Resolved,2026-02-25
985,269,Feature Request,High,Pending,2025-03-02
986,343,Account Access,Low,Open,2025-07-20
987,323,Bug Report,Medium,Pending,2026-03-22
988,137,Feature Request,High,Resolved,2025-06-21
989,482,Billing,High,Resolved,2026-01-11
990,269,Bug Report,Medium,Open,2025-08-21
991,458,Account Access,Low,Open,2026-03-04
992,23,Login Issue,High,Resolved,2025-02-10
993,263,Login Issue,Medium,Resolved,2024-11-15
994,206,Login Issue,Low,Resolved,2025-08-29
995,120,Billing,High,Pending,2025-01-22
996,22,Billing,Medium,Pending,2025-03-27
997,150,Bug Report,Medium,Pending,2025-05-21
998,335,Feature Request,Medium,Resolved,2024-07-04
999,258,Billing,Low,Open,2026-02-09
1000,379,Feature Request,Medium,Pending,2024-10-25
1001,18,Bug Report,Low,Open,2025-04-22
1002,346,Feature Request,High,Pending,2026-01-18
1003,145,Bug Report,Low,Pending,2025-12-26
1004,268,Account Access,High,Pending,2025-07-11
1005,462,Feature Request,Medium,Resolved,2025-09-11
1006,140,Account Access,Medium,Open,2024-06-05
1007,162,Login Issue,Low,Resolved,2024-06-04
1008,203,Feature Request,Medium,Resolved,2024-10-05
1009,193,Feature Request,High,Open,2025-02-06
1010,413,Billing,Low,Resolved,2024-06-17
1011,171,Bug Report,Low,Pending,2025-02-23
1012,62,Billing,Medium,Resolved,2024-10-14
1013,41,Account Access,Medium,Open,2026-03-02
1014,466,Bug Report,Medium,Open,2025-11-20
1015,284,Account Access,Low,Pending,2025-02-03
1016,464,Bug Report,Medium,Pending,2024-09-20
1017,482,Login Issue,Low,Open,2025-11-20
1018,428,Billing,Low,Pending,2025-08-08
1019,117,Account Access,Low,Pending,2025-05-21
1020,177,Bug Report,Low,Resolved,2024-07-02
1021,368,Billing,Medium,Pending,2025-01-10
1022,323,Billing,Medium,Open,2025-01-04
1023,185,Bug Report,High,Resolved,2024-11-27
1024,19,Feature Request,High,Open,2024-11-27
1025,141,Billing,High,Open,2024-12-15
1026,483,Account Access,Medium,Open,2025-02-21
